time,throttle,aileron,elevator,rudder
3.9,0.18498906,7.25E-07,0.003765821,0.03130281
3.9,0.18498906,7.25E-07,0.003765821,0.03130281
4,0.18472067,4.54E-07,0.003725821,0.032302808
4,0.18472067,4.54E-07,0.003725821,0.032302808
4.1,0.18444195,1.99E-07,0.003685821,0.033302806
4.1,0.18444195,1.99E-07,0.003685821,0.033302806
4.2,0.1841514,-3.91E-08,0.003645821,0.03430281
4.2,0.1841514,-3.91E-08,0.003645821,0.03430281
4.3,0.18385425,-2.66E-07,0.003605821,0.035302807
4.3,0.18385425,-2.66E-07,0.003605821,0.035302807
4.4,0.1835488,-4.81E-07,0.003565821,0.03630281
4.4,0.1835488,-4.81E-07,0.003565821,0.03630281
4.5,0.18323484,-6.83E-07,0.003525821,0.037302807
4.5,0.18323484,-6.83E-07,0.003525821,0.037302807
4.6,0.1829124,-8.71E-07,0.003485821,0.03830281
4.6,0.1829124,-8.71E-07,0.003485821,0.03830281
4.7,0.18258259,-1.05E-06,0.003445821,0.039302807
4.7,0.18258259,-1.05E-06,0.003445821,0.039302807
4.8,0.18224815,-1.22E-06,0.003405821,0.04030281
4.8,0.18224815,-1.22E-06,0.003405821,0.04030281
4.9,0.1819068,-1.38E-06,0.003365821,0.041302808
4.9,0.1819068,-1.38E-06,0.003365821,0.041302808
5,0.18155858,-1.52E-06,0.003325821,0.04230281
5,0.18155858,-1.52E-06,0.003325821,0.04230281
5.1,0.18120383,-1.66E-06,0.003285821,0.043302808
5.1,0.18120383,-1.66E-06,0.003285821,0.043302808
5.2,0.18084748,-1.79E-06,0.003245821,0.04430281
5.2,0.18084748,-1.79E-06,0.003245821,0.04430281
5.3,0.18048634,-1.92E-06,0.003205821,0.04530281
5.3,0.18048634,-1.92E-06,0.003205821,0.04530281
5.4,0.18798634,-2.03E-06,0.003165821,0.046302807
5.4,0.18798634,-2.03E-06,0.003165821,0.046302807
5.5,0.19548634,-2.14E-06,0.003125821,0.04730281
5.5,0.19548634,-2.14E-06,0.003125821,0.04730281
5.6,0.20298634,-2.24E-06,0.003085821,0.048302807
5.6,0.20298634,-2.24E-06,0.003085821,0.048302807
5.7,0.21048634,-2.34E-06,0.003045821,0.04930281
5.7,0.21048634,-2.34E-06,0.003045821,0.04930281
5.8,0.21798635,-2.44E-06,0.003005821,0.050302807
5.8,0.21798635,-2.44E-06,0.003005821,0.050302807
5.9,0.22548634,-2.53E-06,0.002965821,0.05130281
5.9,0.22548634,-2.53E-06,0.002965821,0.05130281
6,0.23298635,-2.62E-06,0.002925821,0.052302808
6,0.23298635,-2.62E-06,0.002925821,0.052302808
6.1,0.24048634,-2.71E-06,0.002885821,0.05330281
6.1,0.24048634,-2.71E-06,0.002885821,0.05330281
6.2,0.24798633,-2.80E-06,0.002845821,0.054302808
6.2,0.24798633,-2.80E-06,0.002845821,0.054302808
6.3,0.25548634,-2.89E-06,0.002805821,0.05530281
6.3,0.25548634,-2.89E-06,0.002805821,0.05530281
6.4,0.26298633,-2.98E-06,0.002765821,0.05630281
6.4,0.26298633,-2.98E-06,0.002765821,0.05630281
6.5,0.27048633,-3.07E-06,0.002725821,0.057302807
6.5,0.27048633,-3.07E-06,0.002725821,0.057302807
6.6,0.27798635,-3.15E-06,0.002685821,0.05830281
6.6,0.27798635,-3.15E-06,0.002685821,0.05830281
6.7,0.28548634,-3.24E-06,0.002645821,0.059302807
6.7,0.28548634,-3.24E-06,0.002645821,0.059302807
6.8,0.29298633,-3.33E-06,0.002605821,0.06030281
6.8,0.29298633,-3.33E-06,0.002605821,0.06030281
6.9,0.30048633,-3.42E-06,0.002565821,0.061302807
6.9,0.30048633,-3.42E-06,0.002565821,0.061302807
7,0.30798635,-3.50E-06,0.002525821,0.06230281
7,0.30798635,-3.50E-06,0.002525821,0.06230281
7.1,0.31548634,-3.59E-06,0.002485821,0.06330281
7.1,0.31548634,-3.59E-06,0.002485821,0.06330281
7.2,0.32298633,-3.68E-06,0.002445821,0.06430281
7.2,0.32298633,-3.68E-06,0.002445821,0.06430281
7.3,0.33048633,-3.77E-06,0.002405821,0.06530281
7.3,0.33048633,-3.77E-06,0.002405821,0.06530281
7.4,0.33798635,-3.86E-06,0.002365821,0.066302806
7.4,0.33798635,-3.86E-06,0.002365821,0.066302806
7.5,0.34548634,-3.94E-06,0.002325821,0.06730281
7.5,0.34548634,-3.94E-06,0.002325821,0.06730281
7.6,0.35298634,-4.02E-06,0.002285821,0.06830281
7.6,0.35298634,-4.02E-06,0.002285821,0.06830281
7.7,0.36048633,-4.11E-06,0.002245821,0.069302805
7.7,0.36048633,-4.11E-06,0.002245821,0.069302805
7.8,0.36798635,-4.19E-06,0.002205821,0.07030281
7.8,0.36798635,-4.19E-06,0.002205821,0.07030281
7.9,0.37548634,-4.26E-06,0.002165821,0.07130281
7.9,0.37548634,-4.26E-06,0.002165821,0.07130281
8,0.38298634,-4.33E-06,0.002125821,0.07230281
8,0.38298634,-4.33E-06,0.002125821,0.07230281
8.1,0.39048633,-4.39E-06,0.002085821,0.073302805
8.1,0.39048633,-4.39E-06,0.002085821,0.073302805
8.2,0.39798635,-4.45E-06,0.002045821,0.07430281
8.2,0.39798635,-4.45E-06,0.002045821,0.07430281
8.3,0.40548635,-4.50E-06,0.002005821,0.07530281
8.3,0.40548635,-4.50E-06,0.002005821,0.07530281
8.4,0.41298634,-4.53E-06,0.001965821,0.07630281
8.4,0.41298634,-4.53E-06,0.001965821,0.07630281
8.5,0.42048633,-4.56E-06,0.001925821,0.077302806
8.5,0.42048633,-4.56E-06,0.001925821,0.077302806
8.6,0.42798632,-4.57E-06,0.001885821,0.07830281
8.6,0.42798632,-4.57E-06,0.001885821,0.07830281
8.7,0.43548635,-4.57E-06,0.001845821,0.07930281
8.7,0.43548635,-4.57E-06,0.001845821,0.07930281
8.8,0.44298634,-4.56E-06,0.001805821,0.080302805
8.8,0.44298634,-4.56E-06,0.001805821,0.080302805
8.9,0.45048633,-4.52E-06,0.001765821,0.08130281
8.9,0.45048633,-4.52E-06,0.001765821,0.08130281
9,0.45798633,-4.47E-06,0.001725821,0.08230281
9,0.45798633,-4.47E-06,0.001725821,0.08230281
9.1,0.46548635,-4.39E-06,0.001685821,0.08330281
9.1,0.46548635,-4.39E-06,0.001685821,0.08330281
9.2,0.47298634,-4.29E-06,0.001645821,0.084302805
9.2,0.47298634,-4.29E-06,0.001645821,0.084302805
9.3,0.48048633,-4.17E-06,0.001605821,0.08530281
9.3,0.48048633,-4.17E-06,0.001605821,0.08530281
9.4,0.48798633,-4.01E-06,0.001565821,0.08630281
9.4,0.48798633,-4.01E-06,0.001565821,0.08630281
9.5,0.49548635,-3.83E-06,0.001525821,0.08730281
9.5,0.49548635,-3.83E-06,0.001525821,0.08730281
9.6,0.5029863,-3.62E-06,0.001485821,0.088302806
9.6,0.5029863,-3.62E-06,0.001485821,0.088302806
9.7,0.51048636,-3.37E-06,0.001445821,0.08930281
9.7,0.51048636,-3.37E-06,0.001445821,0.08930281
9.8,0.5179773,-3.08E-06,0.001405821,0.09030281
9.8,0.5179773,-3.08E-06,0.001405821,0.09030281
9.9,0.5250754,-2.76E-06,0.001365821,0.091302805
9.9,0.5250754,-2.76E-06,0.001365821,0.091302805
10,0.53155345,-2.39E-06,0.001325821,0.09230281
10,0.53155345,-2.39E-06,0.001325821,0.09230281
10.1,0.53750205,-1.98E-06,0.001285821,0.09330281
10.1,0.53750205,-1.98E-06,0.001285821,0.09330281
10.2,0.5429431,-1.53E-06,0.001245821,0.09430281
10.2,0.5429431,-1.53E-06,0.001245821,0.09430281
10.3,0.5479162,-1.03E-06,0.001205821,0.095302805
10.3,0.5479162,-1.03E-06,0.001205821,0.095302805
10.4,0.55248046,-4.83E-07,0.001165821,0.09630281
10.4,0.55248046,-4.83E-07,0.001165821,0.09630281
10.5,0.55664325,1.14E-07,0.001125821,0.09730281
10.5,0.55664325,1.14E-07,0.001125821,0.09730281
10.6,0.56044877,7.60E-07,0.001085821,0.09830281
10.6,0.56044877,7.60E-07,0.001085821,0.09830281
10.7,0.5639135,1.45E-06,0.001045821,0.099302806
10.7,0.5639135,1.45E-06,0.001045821,0.099302806
10.8,0.56707585,2.20E-06,0.001005821,0.10030281
10.8,0.56707585,2.20E-06,0.001005821,0.10030281
10.9,0.5699661,2.99E-06,0.000965821,0.10130281
10.9,0.5699661,2.99E-06,0.000965821,0.10130281
11,0.5725932,3.83E-06,0.000925821,0.10230281
11,0.5725932,3.83E-06,0.000925821,0.10230281
11.1,0.5750029,4.72E-06,0.000885821,0.10330281
11.1,0.5750029,4.72E-06,0.000885821,0.10330281
11.2,0.5771871,5.65E-06,0.000845821,0.10430281
11.2,0.5771871,5.65E-06,0.000845821,0.10430281
11.3,0.5791788,6.61E-06,0.000805821,0.10530281
11.3,0.5791788,6.61E-06,0.000805821,0.10530281
11.4,0.58098906,7.62E-06,0.000765821,0.106302805
11.4,0.58098906,7.62E-06,0.000765821,0.106302805
11.5,0.58263457,8.65E-06,0.000725821,0.10730281
11.5,0.58263457,8.65E-06,0.000725821,0.10730281
11.6,0.5841323,9.71E-06,0.000685821,0.10830281
11.6,0.5841323,9.71E-06,0.000685821,0.10830281
11.7,0.5854989,1.08E-05,0.000645821,0.10930281
11.7,0.5854989,1.08E-05,0.000645821,0.10930281
11.8,0.5867513,1.19E-05,0.000605821,0.110302806
11.8,0.5867513,1.19E-05,0.000605821,0.110302806
11.9,0.58789194,1.30E-05,0.000565821,0.11130281
11.9,0.58789194,1.30E-05,0.000565821,0.11130281
12,0.5889314,1.41E-05,0.000525821,0.11230281
12,0.5889314,1.41E-05,0.000525821,0.11230281
12.1,0.5898858,1.52E-05,0.000485821,0.11330281
12.1,0.5898858,1.52E-05,0.000485821,0.11330281
12.2,0.59075826,1.62E-05,0.000445821,0.11430281
12.2,0.59075826,1.62E-05,0.000445821,0.11430281
12.3,0.5915522,1.72E-05,0.000405821,0.11530281
12.3,0.5915522,1.72E-05,0.000405821,0.11530281
12.4,0.5922807,1.82E-05,0.000365821,0.11630281
12.4,0.5922807,1.82E-05,0.000365821,0.11630281
12.5,0.5929478,1.91E-05,0.000325821,0.117302805
12.5,0.5929478,1.91E-05,0.000325821,0.117302805
12.6,0.5935546,2.00E-05,0.000285821,0.11830281
12.6,0.5935546,2.00E-05,0.000285821,0.11830281
12.7,0.5941107,2.07E-05,0.000245821,0.11930281
12.7,0.5941107,2.07E-05,0.000245821,0.11930281
12.8,0.5946204,2.13E-05,0.000205821,0.12030281
12.8,0.5946204,2.13E-05,0.000205821,0.12030281
12.9,0.59508383,2.18E-05,0.000165821,0.121302806
12.9,0.59508383,2.18E-05,0.000165821,0.121302806
13,0.59550816,2.22E-05,0.000125821,0.12230281
13,0.59550816,2.22E-05,0.000125821,0.12230281
13.1,0.5958974,2.24E-05,8.58E-05,0.12330281
13.1,0.5958974,2.24E-05,8.58E-05,0.12330281
13.2,0.5962524,2.24E-05,4.58E-05,0.12430281
13.2,0.5962524,2.24E-05,4.58E-05,0.12430281
13.3,0.59657717,2.22E-05,5.82E-06,0.1253028
13.3,0.59657717,2.22E-05,5.82E-06,0.1253028
13.4,0.59687436,2.18E-05,-3.42E-05,0.12630281
13.4,0.59687436,2.18E-05,-3.42E-05,0.12630281
13.5,0.5971462,2.12E-05,-7.42E-05,0.12730281
13.5,0.5971462,2.12E-05,-7.42E-05,0.12730281
13.6,0.59739465,2.02E-05,-0.000114179,0.12830281
13.6,0.59739465,2.02E-05,-0.000114179,0.12830281
13.7,0.5976214,1.90E-05,-0.000154179,0.12930281
13.7,0.5976214,1.90E-05,-0.000154179,0.12930281
13.8,0.59782934,1.75E-05,-0.000194179,0.1303028
13.8,0.59782934,1.75E-05,-0.000194179,0.1303028
13.9,0.59802,1.56E-05,-0.000234179,0.1313028
13.9,0.59802,1.56E-05,-0.000234179,0.1313028
14,0.5981948,1.33E-05,-0.000274179,0.1323028
14,0.5981948,1.33E-05,-0.000274179,0.1323028
14.1,0.5983551,1.06E-05,-0.000314179,0.13330281
14.1,0.5983551,1.06E-05,-0.000314179,0.13330281
14.2,0.5985023,7.51E-06,-0.000354179,0.13430281
14.2,0.5985023,7.51E-06,-0.000354179,0.13430281
14.3,0.5986372,3.95E-06,-0.000394179,0.13530281
14.3,0.5986372,3.95E-06,-0.000394179,0.13530281
14.4,0.5987611,-8.96E-08,-0.000434179,0.13630281
14.4,0.5987611,-8.96E-08,-0.000434179,0.13630281
14.5,0.5988745,-4.64E-06,-0.000474179,0.1373028
14.5,0.5988745,-4.64E-06,-0.000474179,0.1373028
14.6,0.59897816,-9.74E-06,-0.000514179,0.1383028
14.6,0.59897816,-9.74E-06,-0.000514179,0.1383028
14.7,0.59907246,-1.54E-05,-0.000554179,0.1393028
14.7,0.59907246,-1.54E-05,-0.000554179,0.1393028
14.8,0.5991575,-2.17E-05,-0.000594179,0.1403028
14.8,0.5991575,-2.17E-05,-0.000594179,0.1403028
14.9,0.59923357,-2.86E-05,-0.000634179,0.14130281
14.9,0.59923357,-2.86E-05,-0.000634179,0.14130281
15,0.59930265,-3.61E-05,-0.000674179,0.14229287
15,0.59930265,-3.61E-05,-0.000674179,0.14229287
15.1,0.59936756,-4.44E-05,-0.000714179,0.14325856
15.1,0.59936756,-4.44E-05,-0.000714179,0.14325856
15.2,0.5994266,-5.33E-05,-0.000754179,0.14420608
15.2,0.5994266,-5.33E-05,-0.000754179,0.14420608
15.3,0.59948015,-6.30E-05,-0.000794179,0.14513113
15.3,0.59948015,-6.30E-05,-0.000794179,0.14513113
15.4,0.59952843,-7.35E-05,-0.000834179,0.14602898
15.4,0.59952843,-7.35E-05,-0.000834179,0.14602898
15.5,0.5995717,-8.47E-05,-0.000874179,0.14689448
15.5,0.5995717,-8.47E-05,-0.000874179,0.14689448
15.6,0.59961027,-9.69E-05,-0.000913887,0.14768115
15.6,0.59961027,-9.69E-05,-0.000913887,0.14768115
15.7,0.5996461,-0.00010983,-0.000951402,0.14811723
15.7,0.5996461,-0.00010983,-0.000951402,0.14811723
15.8,0.5996782,-0.000123711,-0.000987568,0.14831416
15.8,0.5996782,-0.000123711,-0.000987568,0.14831416
15.9,0.5997069,-0.000138527,-0.00102207,0.1482213
15.9,0.5997069,-0.000138527,-0.00102207,0.1482213
16,0.5997322,-0.000154312,-0.001054566,0.14778356
16,0.5997322,-0.000154312,-0.001054566,0.14778356
16.1,0.5997551,-0.000171089,-0.001084769,0.1472146
16.1,0.5997551,-0.000171089,-0.001084769,0.1472146
16.2,0.5997762,-0.000188889,-0.001112461,0.14658135
16.2,0.5997762,-0.000188889,-0.001112461,0.14658135
16.3,0.5997955,-0.000207745,-0.001137346,0.14576088
16.3,0.5997955,-0.000207745,-0.001137346,0.14576088
16.4,0.59981334,-0.000227689,-0.001159146,0.14475095
16.4,0.59981334,-0.000227689,-0.001159146,0.14475095
16.5,0.59982926,-0.000248626,-0.001179129,0.1437567
16.5,0.59982926,-0.000248626,-0.001179129,0.1437567
16.6,0.59984374,-0.000270621,-0.001196591,0.14271863
16.6,0.59984374,-0.000270621,-0.001196591,0.14271863
16.7,0.59985715,-0.00029369,-0.001211458,0.14166173
16.7,0.59985715,-0.00029369,-0.001211458,0.14166173
16.8,0.59986943,-0.00031779,-0.001224151,0.14059746
16.8,0.59986943,-0.00031779,-0.001224151,0.14059746
16.9,0.5998805,-0.000342798,-0.001235822,0.13951245
16.9,0.5998805,-0.000342798,-0.001235822,0.13951245
17,0.5998907,-0.000368762,-0.0012461,0.13844521
17,0.5998907,-0.000368762,-0.0012461,0.13844521
17.1,0.59990007,-0.000395663,-0.001255203,0.13741411
17.1,0.59990007,-0.000395663,-0.001255203,0.13741411
17.2,0.59990865,-0.000423378,-0.00126349,0.1363812
17.2,0.59990865,-0.000423378,-0.00126349,0.1363812
17.3,0.59991646,-0.000451853,-0.001271229,0.13534546
17.3,0.59991646,-0.000451853,-0.001271229,0.13534546
17.4,0.5999236,-0.000481072,-0.001278634,0.13432723
17.4,0.5999236,-0.000481072,-0.001278634,0.13432723
17.5,0.5999302,-0.000510991,-0.001285953,0.13333023
17.5,0.5999302,-0.000510991,-0.001285953,0.13333023
17.6,0.59990525,-0.000541519,-0.001293105,0.13233571
17.6,0.59990525,-0.000541519,-0.001293105,0.13233571
17.7,0.59974486,-0.000572567,-0.001299708,0.13133685
17.7,0.59974486,-0.000572567,-0.001299708,0.13133685
17.8,0.59939307,-0.000604162,-0.001305676,0.13033703
17.8,0.59939307,-0.000604162,-0.001305676,0.13033703
17.9,0.5988712,-0.000636219,-0.001311089,0.12933703
17.9,0.5988712,-0.000636219,-0.001311089,0.12933703
18,0.5982292,-0.000668578,-0.001316112,0.12833703
18,0.5982292,-0.000668578,-0.001316112,0.12833703
18.1,0.5974787,-0.00070119,-0.001320781,0.12733702
18.1,0.5974787,-0.00070119,-0.001320781,0.12733702
18.2,0.5966149,-0.000734047,-0.001325082,0.12633702
18.2,0.5966149,-0.000734047,-0.001325082,0.12633702
18.3,0.59565294,-0.000767044,-0.001329059,0.12533703
18.3,0.59565294,-0.000767044,-0.001329059,0.12533703
18.4,0.59459096,-0.000800197,-0.001332707,0.124337025
18.4,0.59459096,-0.000800197,-0.001332707,0.124337025
18.5,0.5934433,-0.000833403,-0.001336071,0.12333703
18.5,0.5934433,-0.000833403,-0.001336071,0.12333703
18.6,0.59221494,-0.000866627,-0.001339165,0.12233703
18.6,0.59221494,-0.000866627,-0.001339165,0.12233703
18.7,0.59090495,-0.00089987,-0.001341986,0.12133703
18.7,0.59090495,-0.00089987,-0.001341986,0.12133703
18.8,0.58953804,-0.000932916,-0.00134461,0.12033703
18.8,0.58953804,-0.000932916,-0.00134461,0.12033703
18.9,0.5881026,-0.000965867,-0.001347001,0.11933703
18.9,0.5881026,-0.000965867,-0.001347001,0.11933703
19,0.586616,-0.000998536,-0.00134921,0.11833703
19,0.586616,-0.000998536,-0.00134921,0.11833703
19.1,0.58508086,-0.001030894,-0.001351246,0.117337026
19.1,0.58508086,-0.001030894,-0.001351246,0.117337026
19.2,0.583495,-0.001062955,-0.001353101,0.11633703
19.2,0.583495,-0.001062955,-0.001353101,0.11633703
19.3,0.58187175,-0.001094523,-0.001354815,0.11533703
19.3,0.58187175,-0.001094523,-0.001354815,0.11533703
19.4,0.5802116,-0.001125592,-0.001356389,0.11433703
19.4,0.5802116,-0.001125592,-0.001356389,0.11433703
19.5,0.57851875,-0.001156098,-0.001357835,0.113337025
19.5,0.57851875,-0.001156098,-0.001357835,0.113337025
19.6,0.5767978,-0.001185976,-0.001359167,0.11233703
19.6,0.5767978,-0.001185976,-0.001359167,0.11233703
19.7,0.5750525,-0.001215149,-0.001360395,0.11133703
19.7,0.5750525,-0.001215149,-0.001360395,0.11133703
19.8,0.57328635,-0.001243517,-0.001361528,0.11033703
19.8,0.57328635,-0.001243517,-0.001361528,0.11033703
19.9,0.5715041,-0.001271031,-0.001362582,0.10933703
19.9,0.5715041,-0.001271031,-0.001362582,0.10933703
20,0.5697099,-0.001297619,-0.001363568,0.10833703
20,0.5697099,-0.001297619,-0.001363568,0.10833703
20.1,0.567908,-0.001323212,-0.001364497,0.10733703
20.1,0.567908,-0.001323212,-0.001364497,0.10733703
20.2,0.56609213,-0.001347767,-0.001365352,0.106337026
20.2,0.56609213,-0.001347767,-0.001365352,0.106337026
20.3,0.56426865,-0.001371209,-0.00136615,0.10533703
20.3,0.56426865,-0.001371209,-0.00136615,0.10533703
20.4,0.56244147,-0.001393467,-0.001366902,0.10433703
20.4,0.56244147,-0.001393467,-0.001366902,0.10433703
20.5,0.5606135,-0.001414474,-0.001367618,0.10333703
20.5,0.5606135,-0.001414474,-0.001367618,0.10333703
20.6,0.5587837,-0.001434203,-0.001368293,0.102337025
20.6,0.5587837,-0.001434203,-0.001368293,0.102337025
20.7,0.5569495,-0.001452642,-0.001368921,0.10133703
20.7,0.5569495,-0.001452642,-0.001368921,0.10133703
20.8,0.5551161,-0.001469699,-0.001369517,0.10033703
20.8,0.5551161,-0.001469699,-0.001369517,0.10033703
20.9,0.5532853,-0.001485321,-0.001370084,0.09933703
20.9,0.5532853,-0.001485321,-0.001370084,0.09933703
21,0.5514587,-0.001499451,-0.001370629,0.09833703
21,0.5514587,-0.001499451,-0.001370629,0.09833703
21.1,0.54963183,-0.001512186,-0.001371138,0.09733703
21.1,0.54963183,-0.001512186,-0.001371138,0.09733703
21.2,0.5478088,-0.001523414,-0.001371624,0.09633703
21.2,0.5478088,-0.001523414,-0.001371624,0.09633703
21.3,0.5459906,-0.001533095,-0.001372089,0.095337026
21.3,0.5459906,-0.001533095,-0.001372089,0.095337026
21.4,0.5441781,-0.001541191,-0.001372536,0.09433703
21.4,0.5441781,-0.001541191,-0.001372536,0.09433703
21.5,0.54237086,-0.001547755,-0.001372964,0.09333703
21.5,0.54237086,-0.001547755,-0.001372964,0.09333703
21.6,0.54056853,-0.001552812,-0.001373372,0.09233703
21.6,0.54056853,-0.001552812,-0.001373372,0.09233703
21.7,0.53877276,-0.001556293,-0.001373765,0.091337025
21.7,0.53877276,-0.001556293,-0.001373765,0.091337025
21.8,0.53698415,-0.001558182,-0.001374145,0.09033703
21.8,0.53698415,-0.001558182,-0.001374145,0.09033703
21.9,0.5352031,-0.001558478,-0.001374514,0.08933703
21.9,0.5352031,-0.001558478,-0.001374514,0.08933703
22,0.5334285,-0.001557347,-0.001374867,0.08833703
22,0.5334285,-0.001557347,-0.001374867,0.08833703
22.1,0.5316616,-0.001554699,-0.001375211,0.08733703
22.1,0.5316616,-0.001554699,-0.001375211,0.08733703
22.2,0.5299029,-0.001550539,-0.001375544,0.08633703
22.2,0.5299029,-0.001550539,-0.001375544,0.08633703
22.3,0.5281527,-0.001544872,-0.00137587,0.08533703
22.3,0.5281527,-0.001544872,-0.00137587,0.08533703
22.4,0.5264109,-0.0015378,-0.001376188,0.084337026
22.4,0.5264109,-0.0015378,-0.001376188,0.084337026
22.5,0.52467746,-0.001529378,-0.001376498,0.08333703
22.5,0.52467746,-0.001529378,-0.001376498,0.08333703
22.6,0.52295274,-0.001519618,-0.001376801,0.08233703
22.6,0.52295274,-0.001519618,-0.001376801,0.08233703
22.7,0.5212369,-0.001508571,-0.001377098,0.08133703
22.7,0.5212369,-0.001508571,-0.001377098,0.08133703
22.8,0.51953,-0.001496296,-0.00137739,0.080337025
22.8,0.51953,-0.001496296,-0.00137739,0.080337025
22.9,0.5178322,-0.001482873,-0.001377677,0.07933703
22.9,0.5178322,-0.001482873,-0.001377677,0.07933703
